If you wish to use the halos modules, you need the Aemulus HMF emulator. Please install it: github.com/AemulusProject/hmf_emulator
If you wish to use the halos modules, you need the Aemulus HMF emulator. Please install it: github.com/AemulusProject/hmf_emulator
         5220300 function calls (5110457 primitive calls) in 8.625 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       58    0.000    0.000    0.000    0.000 core.py:4602(<genexpr>)
        1    0.000    0.000    0.004    0.004 baryons.py:1(<module>)
        1    0.000    0.000    0.000    0.000 totalcomponent.py:1(<module>)
        1    0.000    0.000    0.000    0.000 vds.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ImageChops.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dogbox.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cds.py:28(CDS)
       22    0.000    0.000    0.000    0.000 _methods.py:64(_all)
        1    0.000    0.000    0.000    0.000 completion.py:128(Completion)
       69    0.000    0.000    0.000    0.000 _make.py:1111(<genexpr>)
       11    0.000    0.000    0.000    0.000 constant.py:181(__quantity_subclass__)
        1    0.000    0.000    0.000    0.000 PaletteFile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:511(FrameInfo)
        1    0.000    0.000    0.046    0.046 connect.py:57(__call__)
        1    0.000    0.000    0.000    0.000 tree.py:2478(TableElement)
        1    0.000    0.000    0.000    0.000 matching.py:28(CoordinateMatchResult)
       58    0.000    0.000    0.000    0.000 enum.py:444(<genexpr>)
       10    0.000    0.000    0.000    0.000 formats.py:1136(<genexpr>)
       14    0.000    0.000    0.000    0.000 expatbuilder.py:166(reset)
       23    0.000    0.000    0.000    0.000 enum.py:1367(_iter_member_by_def_)
       47    0.000    0.000    0.000    0.000 {built-in method from_iterable}
        1    0.000    0.000    0.001    0.001 _rbf.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _array_utils_impl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ExifTags.py:343(<dictcomp>)
       13    0.000    0.000    0.000    0.000 magic_arguments.py:134(add_usage)
        2    0.000    0.000    0.000    0.000 parser.py:159(parse_document_start)
        1    0.000    0.000    0.001    0.001 _strptime.py:173(__init__)
        2    0.000    0.000    0.000    0.000 base.py:357(_apply)
        1    0.000    0.000    0.000    0.000 python.py:727(PythonTracebackLexer)
        1    0.000    0.000    0.000    0.000 core.py:74(Parameter)
        1    0.000    0.000    0.000    0.000 _covariance.py:12(Covariance)
       65    0.000    0.000    0.000    0.000 typing_extensions.py:760(__hash__)
        1    0.000    0.000    0.001    0.001 _constrained_layout.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _dok.py:1(<module>)
        2    0.000    0.000    0.000    0.000 core.py:2872(__new__)
        1    0.000    0.000    0.000    0.000 _ndbspline.py:28(NdBSpline)
       53    0.000    0.000    0.000    0.000 attributes.py:86(__set_name__)
        1    0.000    0.000    0.043    0.043 meta.py:1(<module>)
        4    0.000    0.000    0.000    0.000 core.py:3015(_update_from)
        1    0.000    0.000    0.000    0.000 pprint.py:106(PrettyPrinter)
        1    0.000    0.000    0.000    0.000 util.py:169(__init__)
        1    0.000    0.000    0.000    0.000 serialize.py:94(SerializedColumn)
       28    0.000    0.000    0.000    0.000 lexer.py:350(__new__)
        1    0.000    0.000    0.000    0.000 request.py:2144(FancyURLopener)
        1    0.000    0.000    0.000    0.000 _extract.py:1(<module>)
       14    0.000    0.000    0.000    0.000 function_helpers.py:1457(masked_nanfunc)
      129    0.000    0.000    0.000    0.000 results.py:31(__getitem__)
        2    0.000    0.000    0.000    0.000 baseframe.py:1722(_apply)
       16    0.000    0.000    0.000    0.000 arrayprint.py:805(_extendLine)
       33    0.000    0.000    0.000    0.000 nodes.py:36(__init__)
       15    0.000    0.000    0.000    0.000 typing.py:2261(runtime_checkable)
        1    0.000    0.000    0.000    0.000 core.py:75(_ModelMeta)
        1    0.000    0.000    0.003    0.003 locks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 process.py:71(BaseProcess)
        1    0.000    0.000    0.000    0.000 _histograms_impl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mrecords.py:1(<module>)
       13    0.000    0.000    0.000    0.000 legend_handler.py:62(__init__)
        2    0.000    0.000    0.000    0.000 sky_coordinate_parsers.py:201(_parse_coordinate_data)
        8    0.000    0.000    0.005    0.001 core.py:6454(__init__)
       14    0.000    0.000    0.000    0.000 baseframe.py:55(_get_repr_cls)
       65    0.000    0.000    0.000    0.000 results.py:312(__bool__)
        1    0.000    0.000    0.000    0.000 container.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _strptime.py:110(<listcomp>)
        1    0.000    0.000    0.000    0.000 _ccallback.py:26(LowLevelCallable)
        1    0.000    0.000    0.000    0.000 _base.py:241(_process_plot_var_args)
        1    0.000    0.000    0.000    0.000 base.py:24(Base)
        1    0.000    0.000    0.011    0.011 fractions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _trustregion_ncg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _elementwise_iterative_method.py:1(<module>)
       40    0.000    0.000    0.000    0.000 numeric.py:1975(isscalar)
        4    0.000    0.000    0.000    0.000 feedparser.py:182(close)
        1    0.000    0.000    0.000    0.000 collections.py:1381(FillBetweenPolyCollection)
        1    0.000    0.000    0.002    0.002 gruvbox.py:1(<module>)
        1    0.000    0.000    0.000    0.000 overlay.py:1(<module>)
        1    0.000    0.000    0.000    0.000 font_manager.py:749(FontProperties)
        6    0.000    0.000    0.003    0.000 _common.py:59(from_package)
        2    0.000    0.000    0.001    0.000 spherical.py:117(represent_as)
        1    0.000    0.000    0.000    0.000 common_rules.py:1(<module>)
        1    0.000    0.000    0.000    0.000 access.py:167(DirectObjectAccess)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:422(spec_from_loader)
        1    0.000    0.000    0.000    0.000 unicode.py:1(<module>)
        1    0.000    0.000    0.000    0.000 datetime.py:893(date)
        1    0.000    0.000    0.000    0.000 formatting.py:1(<module>)
       12    0.000    0.000    0.000    0.000 validate.py:700(_unquote)
        1    0.000    0.000    0.011    0.011 reference.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fixedscaleoffset.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _new_distributions.py:379(_pdf_formula)
        1    0.000    0.000    0.000    0.000 core.py:571(BaseHeader)
        1    0.000    0.000    0.000    0.000 core.py:861(_set_fill_values)
        1    0.000    0.000    0.000    0.000 _serialization_context.py:8(SerializationContext)
        1    0.000    0.000    0.002    0.002 corner.py:1(<module>)
       24    0.000    0.000    0.000    0.000 typing.py:947(_is_typevar_like)
       15    0.000    0.000    0.000    0.000 formats.py:264(scale)
        1    0.000    0.000    0.000    0.000 widgets.py:3376(RectangleSelector)
        1    0.000    0.000    0.000    0.000 _gauss_legendre.py:1(<module>)
        1    0.000    0.000    0.000    0.000 argparse.py:1(<module>)
        1    0.000    0.000    0.000    0.000 kitty.py:1(<module>)
        1    0.000    0.000    0.000    0.000 stream.py:4(Stream)
       10    0.000    0.000    0.000    0.000 validate.py:783(is_integer)
        1    0.000    0.000    0.001    0.001 ipaddress.py:1569(_IPv4Constants)
       17    0.000    0.000    0.000    0.000 feedparser.py:121(pushlines)
        4    0.000    0.000    0.000    0.000 _policybase.py:319(header_fetch_parse)
        1    0.000    0.000    0.007    0.007 decimal.py:1(<module>)
       21    0.000    0.000    0.000    0.000 _distn_infrastructure.py:3319(__new__)
        1    0.000    0.000    0.000    0.000 transforms.py:692(Bbox)
        1    0.000    0.000    0.001    0.001 ast_mod.py:1(<module>)
       80    0.000    0.000    0.000    0.000 multiarray.py:1085(copyto)
        2    0.000    0.000    0.021    0.011 __init__.py:342(__init__)
      173    0.000    0.000    0.000    0.000 traitlets.py:3130(subclass_init)
        1    0.000    0.000    0.000    0.000 _mathtext.py:472(BakomaFonts)
       13    0.000    0.000    0.000    0.000 core.py:2370(__repr__)
        1    0.000    0.000    0.000    0.000 structured.py:1(<module>)
        1    0.000    0.000    0.007    0.007 _ccallback.py:1(<module>)
        1    0.000    0.000    0.000    0.000 packbits.py:1(<module>)
        3    0.000    0.000    0.000    0.000 traitlets.py:2405(__init__)
        4    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:2403(kurtosis)
        7    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:1841(tol)
       70    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
        1    0.000    0.000    0.000    0.000 erfa.py:484(get_erfa_helpers)
       61    0.000    0.000    0.000    0.000 yacc.py:1384(__init__)
        2    0.000    0.000    0.000    0.000 app.py:58(has_focus)
       31    0.000    0.000    0.000    0.000 minidom.py:285(_append_child)
        1    0.000    0.000    0.000    0.000 word_completer.py:1(<module>)
       12    0.000    0.000    0.000    0.000 filters.py:369(decorator)
       16    0.000    0.000    0.000    0.000 _arraypad_impl.py:59(_view_roi)
      168    0.000    0.000    0.000    0.000 traitlets.py:2982(subclass_init)
        1    0.000    0.000    0.000    0.000 _qmc.py:802(QMCEngine)
        2    0.000    0.000    0.000    0.000 descriptions.py:9(describe)
       42    0.000    0.000    0.000    0.000 {method 'wrap' of 'numpy._core._multiarray_umath._array_converter' objects}
        1    0.000    0.000    0.001    0.001 mouse_events.py:1(<module>)
        1    0.000    0.000    0.002    0.002 iso2022_jp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 monokai.py:21(MonokaiStyle)
        1    0.000    0.000    0.000    0.000 w0cdm.py:22(wCDM)
        1    0.000    0.000    0.002    0.002 _lebedev.py:1(<module>)
        1    0.000    0.000    0.000    0.000 application.py:105(Application)
        1    0.000    0.000    0.001    0.001 fixedwidth.py:1(<module>)
        1    0.000    0.000    0.000    0.000 json.py:1(<module>)
        2    0.000    0.000    0.001    0.000 _adapters.py:105(_repair_headers)
        1    0.000    0.000    0.000    0.000 baseconfig.py:17(ndpointer_or_null)
        1    0.000    0.000    0.000    0.000 _linalg.py:99(SVDResult)
        1    0.000    0.000    0.000    0.000 baseconfig.py:294(AllocatableObjectArray)
        7    0.000    0.000    0.000    0.000 expatbuilder.py:219(parseString)
        1    0.000    0.000    0.004    0.004 struct.py:1(<module>)
       43    0.000    0.000    0.000    0.000 _compat_pickle.py:165(<genexpr>)
        8    0.000    0.000    0.000    0.000 __init__.py:757(path)
        1    0.000    0.000    0.000    0.000 fnmatch.py:74(translate)
        5    0.000    0.000    0.001    0.000 yaml.py:76(_unit_constructor)
        1    0.000    0.000    0.000    0.000 dviread.py:972(Tfm)
        1    0.000    0.000    0.000    0.000 _csc.py:17(_csc_base)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3558(gamma_gen)
        7    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:1701(reset_cache)
        1    0.000    0.000    0.001    0.001 backend.py:1(<module>)
      232    0.000    0.000    0.000    0.000 core.py:2231(represents)
       69    0.000    0.000    0.000    0.000 _make.py:696(<genexpr>)
       21    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:583(_module_repr_from_spec)
       14    0.000    0.000    0.000    0.000 _make.py:1831(<dictcomp>)
        1    0.000    0.000    0.000    0.000 iterparser.py:1(<module>)
       29    0.000    0.000    0.000    0.000 cache.py:59(inference_state_method_cache)
        1    0.000    0.000    0.000    0.000 clipboard.py:1(<module>)
        5    0.000    0.000    0.002    0.000 spherical.py:54(__init__)
       21    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:294(_module_repr)
        2    0.000    0.000    0.000    0.000 __init__.py:12(<listcomp>)
        1    0.000    0.000    0.002    0.002 __init__.py:158(list_suggestion_error_msg)
        1    0.000    0.000    0.003    0.003 _measurements.py:1(<module>)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:936(SupportsRound)
       16    0.000    0.000    0.000    0.000 doccer.py:82(inherit_docstring_from)
        1    0.000    0.000    0.003    0.003 _globals.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ipstruct.py:1(<module>)
        7    0.000    0.000    0.000    0.000 core.py:1654(__radd__)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1445(cauchy_gen)
       22    0.000    0.000    0.000    0.000 util.py:212(__init__)
       63    0.000    0.000    0.000    0.000 _make.py:1614(<genexpr>)
       10    0.000    0.000    0.000    0.000 version.py:111(parse)
        1    0.000    0.000    0.000    0.000 _spectral.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_224}
        2    0.000    0.000    0.000    0.000 core.py:648(process_lines)
       16    0.000    0.000    0.000    0.000 {method 'transpose' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 _parser.py:569(__init__)
        1    0.000    0.000    0.000    0.000 getopt.py:1(<module>)
        1    0.000    0.000    0.000    0.000 curvature.py:1(<module>)
       70    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 environment.py:64(Environment)
        1    0.000    0.000    0.000    0.000 _polyint.py:1(<module>)
       30    0.000    0.000    0.000    0.000 docstrings.py:12(_fix)
        1    0.000    0.000    0.000    0.000 logarithmic.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _ndgriddata.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bst.py:160(BST)
        1    0.000    0.000    0.000    0.000 attrs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 selector_events.py:43(BaseSelectorEventLoop)
        1    0.000    0.000    0.000    0.000 _linprog_simplex.py:1(<module>)
        2    0.000    0.000    0.000    0.000 meta.py:53(_construct_odict)
       13    0.000    0.000    0.000    0.000 rcsetup.py:335(validate_color_or_auto)
        1    0.000    0.000    0.002    0.002 _process_posix.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _nbit_base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 magic.py:339(MagicsManager)
        1    0.000    0.000    0.000    0.000 section.py:1(<module>)
        1    0.000    0.000    0.000    0.000 plistlib.py:176(_PlistParser)
       13    0.000    0.000    0.001    0.000 base.py:975(with_differentials)
        1    0.000    0.000    0.000    0.000 tokenutil.py:1(<module>)
